structure,pair_id,selection_count
DEGREE_LIMIT_3,ST012__ST026,1
DEGREE_LIMIT_3,ST012__ST028,1
DEGREE_LIMIT_3,ST013__ST014,2
DEGREE_LIMIT_3,ST013__ST026,2
DEGREE_LIMIT_3,ST013__ST027,2
DEGREE_LIMIT_3,ST013__ST028,1
DEGREE_LIMIT_3,ST014__ST026,2
DEGREE_LIMIT_3,ST015__ST016,2
DEGREE_LIMIT_3,ST015__ST024,1
DEGREE_LIMIT_3,ST015__ST025,1
DEGREE_LIMIT_3,ST016__ST024,5
DEGREE_LIMIT_3,ST016__ST025,5
DEGREE_LIMIT_3,ST016__ST041,1
DEGREE_LIMIT_3,ST016__ST051,1
DEGREE_LIMIT_3,ST017__ST038,1
DEGREE_LIMIT_3,ST017__ST039,1
DEGREE_LIMIT_3,ST017__ST042,2
DEGREE_LIMIT_3,ST017__ST052,2
DEGREE_LIMIT_3,ST018__ST020,2
DEGREE_LIMIT_3,ST018__ST043,4
DEGREE_LIMIT_3,ST019__ST020,3
DEGREE_LIMIT_3,ST019__ST043,1
DEGREE_LIMIT_3,ST019__ST045,1
DEGREE_LIMIT_3,ST020__ST037,1
DEGREE_LIMIT_3,ST020__ST043,1
DEGREE_LIMIT_3,ST020__ST044,2
DEGREE_LIMIT_3,ST020__ST045,2
DEGREE_LIMIT_3,ST020__ST048,2
DEGREE_LIMIT_3,ST020__ST055,1
DEGREE_LIMIT_3,ST021__ST023,2
DEGREE_LIMIT_3,ST021__ST043,1
DEGREE_LIMIT_3,ST021__ST047,1
DEGREE_LIMIT_3,ST021__ST053,1
DEGREE_LIMIT_3,ST022__ST032,2
DEGREE_LIMIT_3,ST022__ST047,3
DEGREE_LIMIT_3,ST022__ST049,3
DEGREE_LIMIT_3,ST022__ST055,3
DEGREE_LIMIT_3,ST023__ST034,1
DEGREE_LIMIT_3,ST023__ST035,1
DEGREE_LIMIT_3,ST025__ST028,2
DEGREE_LIMIT_3,ST025__ST051,1
DEGREE_LIMIT_3,ST026__ST027,1
DEGREE_LIMIT_3,ST026__ST029,1
DEGREE_LIMIT_3,ST027__ST028,2
DEGREE_LIMIT_3,ST028__ST029,1
DEGREE_LIMIT_3,ST029__ST040,5
DEGREE_LIMIT_3,ST029__ST041,1
DEGREE_LIMIT_3,ST029__ST042,4
DEGREE_LIMIT_3,ST030__ST040,1
DEGREE_LIMIT_3,ST030__ST047,1
DEGREE_LIMIT_3,ST030__ST050,1
