structure,pair_id,selection_count
DEGREE_LIMIT_3,ST030__ST052,1
DEGREE_LIMIT_3,ST031__ST040,2
DEGREE_LIMIT_3,ST031__ST051,2
DEGREE_LIMIT_3,ST032__ST033,4
DEGREE_LIMIT_3,ST032__ST045,1
DEGREE_LIMIT_3,ST032__ST047,1
DEGREE_LIMIT_3,ST032__ST049,2
DEGREE_LIMIT_3,ST033__ST037,1
DEGREE_LIMIT_3,ST033__ST043,2
DEGREE_LIMIT_3,ST033__ST044,4
DEGREE_LIMIT_3,ST033__ST045,2
DEGREE_LIMIT_3,ST033__ST055,1
DEGREE_LIMIT_3,ST034__ST035,1
DEGREE_LIMIT_3,ST034__ST044,3
DEGREE_LIMIT_3,ST035__ST044,2
DEGREE_LIMIT_3,ST035__ST045,1
DEGREE_LIMIT_3,ST035__ST052,2
DEGREE_LIMIT_3,ST036__ST037,1
DEGREE_LIMIT_3,ST036__ST048,1
DEGREE_LIMIT_3,ST037__ST038,1
DEGREE_LIMIT_3,ST037__ST044,1
DEGREE_LIMIT_3,ST037__ST045,1
DEGREE_LIMIT_3,ST040__ST042,1
DEGREE_LIMIT_3,ST040__ST051,2
DEGREE_LIMIT_3,ST040__ST054,1
DEGREE_LIMIT_3,ST041__ST042,4
DEGREE_LIMIT_3,ST041__ST051,1
DEGREE_LIMIT_3,ST041__ST052,3
DEGREE_LIMIT_3,ST043__ST045,5
DEGREE_LIMIT_3,ST043__ST048,1
DEGREE_LIMIT_3,ST045__ST048,1
DEGREE_LIMIT_3,ST046__ST047,1
DEGREE_LIMIT_3,ST046__ST050,1
DEGREE_LIMIT_3,ST046__ST053,1
DEGREE_LIMIT_3,ST046__ST054,4
DEGREE_LIMIT_3,ST048__ST049,1
DEGREE_LIMIT_3,ST049__ST053,1
DEGREE_LIMIT_3,ST049__ST055,1
DEGREE_LIMIT_3,ST050__ST055,1
MST,ST001__ST002,4
MST,ST001__ST006,1
MST,ST001__ST007,3
MST,ST001__ST008,1
MST,ST001__ST012,1
MST,ST001__ST013,2
MST,ST001__ST017,1
MST,ST001__ST030,1
MST,ST001__ST031,4
MST,ST001__ST054,5
MST,ST002__ST004,1
MST,ST003__ST004,3
MST,ST003__ST005,1
MST,ST003__ST011,2
MST,ST003__ST021,2
MST,ST003__ST023,4
MST,ST003__ST032,5
MST,ST003__ST047,4
MST,ST003__ST053,3
MST,ST003__ST055,1
MST,ST004__ST005,1
MST,ST004__ST007,1
MST,ST004__ST017,1
MST,ST004__ST023,2
MST,ST004__ST046,2
MST,ST004__ST050,3
MST,ST004__ST054,2
MST,ST005__ST054,4
