pair_order,pair_id,from_order,from_station_id,from_station_name,to_order,to_station_id,to_station_name,w1_distance_m,distance_km,w2_average_lanes,w3_protection_proxy,w3_child_protection_proxy,w3_senior_protection_proxy,w3_disabled_protection_proxy,w3_classification,w4_average_absolute_grade_pct,w4_classification,distance_norm,lane_inverse_norm,lane_penalty_norm,protection_norm,slope_norm,scenario_cost,selection_role
127,ST003__ST023,3,ST003,배곧한울공원,23,ST023,오이도역,4569.0,4.569,3.362496455886152,0.25196631,0.25196631,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.707990957,PRELIMINARY_90M,0.38122653316645805,0.297398082977744,0.297398082977744,0.25196631,0.11799849283333334,0.26214735474438383,SCENARIO_MST
1147,ST029__ST042,29,ST029,관곡공원,42,ST042,시흥시청역,2654.0,2.654,2.6841941622399865,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.927478894,PRELIMINARY_90M,0.22144347100542344,0.37255129083713157,0.37255129083713157,0.0,0.487913149,0.2704769777106387,SCENARIO_MST
1379,ST040__ST054,40,ST040,갯골생태공원,54,ST054,시흥 프리미엄 아울렛,5042.0,5.042,2.505555704817685,0.080180898,0.080180898,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.509985427,PRELIMINARY_90M,0.42069253233208176,0.39911305826376126,0.39911305826376126,0.080180898,0.2516642378333333,0.2879126816072941,SCENARIO_MST
1236,ST033__ST037,33,ST033,타원산업단지,37,ST037,군자동행정복지센터,6377.0,6.377,2.6778195613261624,0.052201447,0.052201447,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.167165179,PRELIMINARY_90M,0.5320817688777638,0.3734381563426777,0.3734381563426777,0.052201447,0.19452752983333332,0.28806222551344374,SCENARIO_MST
916,ST021__ST047,21,ST021,오이도 포구 해양관광 단지,47,ST047,배곧2동행정복지센터,3762.0,3.762,2.469042411414725,0.254750012,0.237212965,0.071741573,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.099645611,PRELIMINARY_90M,0.31389236545682103,0.40501531904711785,0.40501531904711785,0.254750012,0.18327426849999998,0.28923299125098473,SCENARIO_MST
30,ST001__ST031,1,ST001,월곶역,31,ST031,마전저수지,4726.0,4.726,2.1733816526852707,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.971254241,PRELIMINARY_90M,0.3943262411347518,0.4601124697838842,0.4601124697838842,0.0,0.3285423735,0.295745271104659,SCENARIO_MST
1381,ST041__ST042,41,ST041,연꽃테마파크,42,ST042,시흥시청역,3357.0,3.357,2.4375560527901543,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.986825232,PRELIMINARY_90M,0.28010012515644556,0.4102469762101871,0.4102469762101871,0.0,0.49780420533333336,0.2970378266749915,SCENARIO_MST
157,ST003__ST053,3,ST003,배곧한울공원,53,ST053,오이도 빨강등대,2485.0,2.485,2.0743268960726615,0.321268247,0.295693025,0.112820736,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.113752047,PRELIMINARY_90M,0.20734251147267418,0.4820840928656459,0.4820840928656459,0.321268247,0.18562534116666665,0.2990800481262467,SCENARIO_MST
434,ST009__ST039,9,ST009,능곡중앙공원,39,ST039,능곡힐스테이트,792.0,0.792,2.0,0.496869839,0.318845713,0.496869839,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.848295282,PRELIMINARY_90M,0.06608260325406759,0.5,0.5,0.496869839,0.141382547,0.3010837473135169,SCENARIO_MST
1234,ST033__ST035,33,ST033,타원산업단지,35,ST035,산들공원,7540.0,7.54,2.4880660387555813,0.057148758,0.057148758,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.8813862,PRELIMINARY_90M,0.6291197329995828,0.4019185923618631,0.4019185923618631,0.057148758,0.1468977,0.3087711958403615,SCENARIO_MST
283,ST006__ST029,6,ST006,시흥시청 본청,29,ST029,관곡공원,3470.0,3.47,2.475229440723157,0.075912866,0.075912866,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.041565706,PRELIMINARY_90M,0.28952857738840215,0.40400295162449357,0.40400295162449357,0.075912866,0.5069276176666667,0.31909300316989064,SCENARIO_MST
262,ST006__ST008,6,ST006,시흥시청 본청,8,ST008,시흥능곡역,1951.0,1.951,2.023517683433672,0.1397711,0.1397711,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.968420709,PRELIMINARY_90M,0.16278681685440133,0.4941889108194584,0.4941889108194584,0.1397711,0.49473678483333333,0.3228709031267983,SCENARIO_MST
1143,ST029__ST038,29,ST029,관곡공원,38,ST038,능곡도서관,4223.0,4.223,2.511994530716733,0.118739746,0.102463148,0.021842811,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.578907523,PRELIMINARY_90M,0.35235711305798917,0.39809003872101417,0.39809003872101417,0.118739746,0.42981792049999995,0.3247512045697508,SCENARIO_MST
636,ST014__ST026,14,ST014,시흥대야역,26,ST026,은계파크자이,2742.0,2.742,2.689120979304191,0.480816193,0.434350308,0.046465885,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.352474425,PRELIMINARY_90M,0.22878598247809762,0.3718687287392885,0.3718687287392885,0.480816193,0.22541240416666666,0.32672082709601324,SCENARIO_MST
1144,ST029__ST039,29,ST029,관곡공원,39,ST039,능곡힐스테이트,4321.0,4.321,2.5005444574442675,0.134141311,0.069883904,0.064257407,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.555414981,PRELIMINARY_90M,0.3605340008343763,0.3999129057765565,0.3999129057765565,0.134141311,0.42590249683333337,0.3301226786110666,SCENARIO_MST
1233,ST033__ST034,33,ST033,타원산업단지,34,ST034,군자디지털과학고등학교,7893.0,7.893,2.4341605952920373,0.09909245,0.09909245,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.916931401,PRELIMINARY_90M,0.6585732165206508,0.41081923761896466,0.41081923761896466,0.09909245,0.15282190016666666,0.33032670107657053,SCENARIO_MST
468,ST010__ST028,10,ST010,은계호수공원,28,ST028,매화산업단지,3734.0,3.734,2.2597817465071626,0.156648005,0.156648005,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.499811713,PRELIMINARY_90M,0.3115561118064247,0.44252061135800064,0.44252061135800064,0.156648005,0.4166352855,0.3318400034161063,SCENARIO_MST
1157,ST029__ST052,29,ST029,관곡공원,52,ST052,가온그린공원,4265.0,4.265,2.386392012061943,0.201240875,0.201240875,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.198243349,PRELIMINARY_90M,0.35586149353358365,0.4190426363085074,0.4190426363085074,0.201240875,0.36637389150000005,0.3356297240855228,SCENARIO_MST
769,ST017__ST042,17,ST017,장곡동,42,ST042,시흥시청역,2716.0,2.716,1.8434790923881643,0.330839246,0.330839246,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.590121124,PRELIMINARY_90M,0.2266166040884439,0.5424525855102236,0.5424525855102236,0.330839246,0.2650201873333333,0.3412321557330002,SCENARIO_MST
595,ST013__ST026,13,ST013,삼미시장,26,ST026,은계파크자이,1938.0,1.938,2.6326125397405407,0.511569918,0.511569918,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.070334106,PRELIMINARY_90M,0.16170212765957448,0.3798508078589323,0.3798508078589323,0.511569918,0.3450556843333333,0.34954463446295997,SCENARIO_MST
714,ST016__ST025,16,ST016,물왕호수,25,ST025,목감동행정복지센터,3005.0,3.005,2.1381214943015445,0.193383798,0.119943446,0.161932073,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.924827881,PRELIMINARY_90M,0.25073007926574886,0.46770026991691965,0.46770026991691965,0.193383798,0.4874713135,0.3498213651706671,SCENARIO_MST
452,ST010__ST012,10,ST010,은계호수공원,12,ST012,신천역,2361.0,2.361,2.79221465563128,0.473443851,0.473443851,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.295026039,PRELIMINARY_90M,0.1969962453066333,0.35813865455623944,0.35813865455623944,0.473443851,0.3825043398333334,0.35277077267405155,SCENARIO_MST
6,ST001__ST007,1,ST001,월곶역,7,ST007,장현지구,6606.0,6.606,2.2379457054195973,0.124628605,0.124628605,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.757575321,PRELIMINARY_90M,0.551188986232791,0.4468383650140913,0.4468383650140913,0.124628605,0.29292922016666667,0.35389629410338724,SCENARIO_MST
1135,ST029__ST030,29,ST029,관곡공원,30,ST030,장곡도서관,4785.0,4.785,2.344415023463761,0.235519282,0.235519282,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.140637973,PRELIMINARY_90M,0.3992490613266583,0.4265456371809749,0.4265456371809749,0.235519282,0.3567729955,0.35452174400190833,SCENARIO_MST
480,ST010__ST040,10,ST010,은계호수공원,40,ST040,갯골생태공원,7454.0,7.454,2.3810988212602635,0.143643119,0.143643119,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.480173201,PRELIMINARY_90M,0.6219440967876513,0.41997416951839145,0.41997416951839145,0.143643119,0.24669553349999998,0.3580642297015107,SCENARIO_MST
1302,ST036__ST043,36,ST036,시흥시립군자도서관,43,ST043,시흥종합버스터미널,6625.0,6.625,2.865241405107486,0.35286474,0.35286474,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.146151704,PRELIMINARY_90M,0.5527743012098456,0.34901073194650634,0.34901073194650634,0.35286474,0.191025284,0.361418764289088,SCENARIO_MST
1376,ST040__ST051,40,ST040,갯골생태공원,51,ST051,연성중학교,5417.0,5.417,2.495832602905231,0.192518156,0.176017861,0.031845057,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.410565802,PRELIMINARY_90M,0.4519816437213183,0.4006678968917896,0.4006678968917896,0.192518156,0.40176096699999997,0.36173216590327695,SCENARIO_MST
713,ST016__ST024,16,ST016,물왕호수,24,ST024,목감고등학교,3229.0,3.229,2.105914035609522,0.176923572,0.176923572,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.167384816,PRELIMINARY_90M,0.2694201084689195,0.474853191104055,0.474853191104055,0.176923572,0.5278974693333334,0.36227358522657693,SCENARIO_MST
1080,ST027__ST028,27,ST027,은행동행정복지센터,28,ST028,매화산업단지,4046.0,4.046,2.177258890186534,0.235801443,0.235801443,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.540050863,PRELIMINARY_90M,0.3375886524822695,0.4592931068084082,0.4592931068084082,0.235801443,0.42334181049999997,0.3640062531976694,SCENARIO_MST
666,ST015__ST016,15,ST015,목감택지개발예정지구,16,ST016,물왕호수,3107.0,3.107,2.1181705540136373,0.281664379,0.281664379,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.053159992,PRELIMINARY_90M,0.2592407175636212,0.47210551487704316,0.47210551487704316,0.281664379,0.5088599986666666,0.38046765252683273,SCENARIO_MST
730,ST016__ST041,16,ST016,물왕호수,41,ST041,연꽃테마파크,3935.0,3.935,2.0,0.29027288,0.250287871,0.138484824,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.713464194,PRELIMINARY_90M,0.3283270755110555,0.5,0.5,0.29027288,0.4522440323333334,0.39271099696109724,SCENARIO_MST
