pair_order,pair_id,from_order,from_station_id,from_station_name,to_order,to_station_id,to_station_name,w1_distance_m,distance_km,w2_average_lanes,w3_protection_proxy,w3_child_protection_proxy,w3_senior_protection_proxy,w3_disabled_protection_proxy,w3_classification,w4_average_absolute_grade_pct,w4_classification,distance_norm,lane_penalty_norm,protection_norm,slope_norm,scenario_cost,scenario,structure
1023,ST025__ST028,25,ST025,목감동행정복지센터,28,ST028,매화산업단지,6878.0,6.878,2.8903708674922335,0.271201217,0.266520768,0.103849183,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.071832764,PRELIMINARY_90M,0.5601584704159849,0.44469250060211796,0.271201217,0.4728675379131207,0.45173232322378565,balanced,T2_SPANNER
757,ST017__ST030,17,ST017,장곡동,30,ST030,장곡도서관,564.0,0.564,1.5742051509756851,0.955860684,0.955860684,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.913795281,PRELIMINARY_90M,0.016363792954956508,0.8313238782860152,0.955860684,0.28073149783223716,0.4538851885140212,balanced,T2_SPANNER
1092,ST027__ST040,27,ST027,은행동행정복지센터,40,ST040,갯골생태공원,7766.0,7.766,2.333264553599835,0.185388171,0.185388171,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.5408174,PRELIMINARY_90M,0.6366376711738868,0.6083457389091405,0.185388171,0.21884879183601075,0.45549857777678443,balanced,T2_SPANNER
1165,ST030__ST035,30,ST030,장곡도서관,35,ST035,산들공원,4843.0,4.843,1.9175399088012453,0.262734007,0.262734007,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.856525194,PRELIMINARY_90M,0.3848936353457928,0.730467284956573,0.262734007,0.6030599525757867,0.4561934057659997,balanced,T2_SPANNER
5,ST001__ST006,1,ST001,월곶역,6,ST006,시흥시청 본청,8097.0,8.097,2.218746574450684,0.109475795,0.109475795,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.677605889,PRELIMINARY_90M,0.6651451210059426,0.6419860651176035,0.109475795,0.24154408364731003,0.4580558227229943,balanced,T2_SPANNER
1333,ST038__ST039,38,ST038,능곡도서관,39,ST039,능곡힐스테이트,1349.0,1.349,2.0,0.986190072,0.721601283,0.558223763,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.845403458,PRELIMINARY_90M,0.08397209542675049,0.7062441508450915,0.986190072,0.26938425369028507,0.4617928243932613,balanced,T2_SPANNER
1168,ST030__ST038,30,ST030,장곡도서관,38,ST038,능곡도서관,3282.0,3.282,1.9010144281905854,0.420337618,0.399372834,0.028134244,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.68639496,PRELIMINARY_90M,0.2504521574369133,0.7353217415460502,0.420337618,0.7407479747363694,0.4634418119944308,balanced,T2_SPANNER
353,ST007__ST051,7,ST007,장현지구,51,ST051,연성중학교,3360.0,3.36,1.9288666578782163,0.553656435,0.527051485,0.051346729,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.519092434,PRELIMINARY_90M,0.2571699250710533,0.7271399861633028,0.553656435,0.5470747230372682,0.4687712844666721,balanced,T2_SPANNER
970,ST023__ST036,23,ST023,오이도역,36,ST036,시흥시립군자도서관,5986.0,5.986,1.6736800636760731,0.276782237,0.276782237,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.065866617,PRELIMINARY_90M,0.48333476875376796,0.8021025408361023,0.276782237,0.3059624465172113,0.46884434189630936,balanced,T2_SPANNER
12,ST001__ST013,1,ST001,월곶역,13,ST013,삼미시장,9482.0,9.482,3.1837495936503077,0.119793102,0.106281611,0.059662208,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.374327025,PRELIMINARY_90M,0.7844285591249677,0.35851078377556755,0.119793102,0.357140721991783,0.46899296420386805,balanced,T2_SPANNER
1007,ST024__ST042,24,ST024,목감고등학교,42,ST042,시흥시청역,6281.0,6.281,2.1271874680066416,0.088684673,0.088684673,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.732925624,PRELIMINARY_90M,0.5087417104469899,0.6688820881789377,0.088684673,0.7484681199428387,0.47171448805600924,balanced,T2_SPANNER
337,ST007__ST035,7,ST007,장현지구,35,ST035,산들공원,4967.0,4.967,1.7820285875158806,0.303154316,0.303154316,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.583766475,PRELIMINARY_90M,0.3955731633795539,0.7702745282108588,0.303154316,0.5578051305725904,0.47174351957988186,balanced,T2_SPANNER
279,ST006__ST025,6,ST006,시흥시청 본청,25,ST025,목감동행정복지센터,7000.0,7.0,2.109248922792119,0.120646147,0.0891229,0.069507083,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.49144083,PRELIMINARY_90M,0.5706657479975885,0.6741516407610335,0.120646147,0.5424869011641098,0.4746311992758586,balanced,T2_SPANNER
763,ST017__ST036,17,ST017,장곡동,36,ST036,시흥시립군자도서관,5061.0,5.061,1.9616842116374067,0.29462359,0.29462359,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.135337569,PRELIMINARY_90M,0.4036689346309534,0.7174996377915849,0.29462359,0.6493191682267936,0.4760212741447174,balanced,T2_SPANNER
1034,ST025__ST039,25,ST025,목감동행정복지센터,39,ST039,능곡힐스테이트,6209.0,6.209,2.1899140393600325,0.204488062,0.149722289,0.092882671,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.994189215,PRELIMINARY_90M,0.5025406941693222,0.6504557909464465,0.204488062,0.6259005084687013,0.47611452762732337,balanced,T2_SPANNER
706,ST016__ST017,16,ST016,물왕호수,17,ST017,장곡동,5417.0,5.417,1.9745791872443519,0.212878701,0.212878701,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.531672654,PRELIMINARY_90M,0.4343295151149772,0.7137116632823348,0.212878701,0.7150771897890545,0.4769553924208161,balanced,T2_SPANNER
1346,ST038__ST052,38,ST038,능곡도서관,52,ST052,가온그린공원,3394.0,3.394,2.05417193577184,0.520530741,0.485454785,0.151745333,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.521379018,PRELIMINARY_90M,0.2600981827577297,0.6903308278520695,0.520530741,0.7133693189402195,0.4792435217645387,balanced,T2_SPANNER
1164,ST030__ST034,30,ST030,장곡도서관,34,ST034,군자디지털과학고등학교,5196.0,5.196,1.8669374221592223,0.312566858,0.312566858,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.70960645,PRELIMINARY_90M,0.4152958401515804,0.7453320613894503,0.312566858,0.578683897309692,0.48012904743497603,balanced,T2_SPANNER
64,ST002__ST012,2,ST002,월곶포구,12,ST012,신천역,8983.0,8.983,3.1711065178480338,0.228261946,0.213997667,0.062986265,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.40019603,PRELIMINARY_90M,0.7414520713116872,0.3622247612437943,0.228261946,0.3614327835653483,0.48030618480823595,balanced,T2_SPANNER
269,ST006__ST015,6,ST006,시흥시청 본청,15,ST015,목감택지개발예정지구,6311.0,6.311,2.0188725378469625,0.137175008,0.137175008,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.29974913,PRELIMINARY_90M,0.5113254672293515,0.7007002324641489,0.137175008,0.6765975480182851,0.48045361758731314,balanced,T2_SPANNER
1142,ST029__ST037,29,ST029,관곡공원,37,ST037,군자동행정복지센터,8485.0,8.485,2.9235862417114005,0.209904838,0.209904838,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.828127704,PRELIMINARY_90M,0.6985617087244854,0.4349352901433685,0.209904838,0.43243316004240534,0.4837529250248287,balanced,T2_SPANNER
1369,ST040__ST044,40,ST040,갯골생태공원,44,ST044,경기과학기술대학교,7776.0,7.776,2.85585812190269,0.169872357,0.169872357,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.250139429,PRELIMINARY_90M,0.6374989234346741,0.45483082148944154,0.169872357,0.6683665437203552,0.4886888044798113,balanced,T2_SPANNER
310,ST007__ST008,7,ST007,장현지구,8,ST008,시흥능곡역,2741.0,2.741,1.4601091553027377,0.484118832,0.484118832,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.893457588,PRELIMINARY_90M,0.2038584101283266,0.8648402443800967,0.484118832,0.77510281555689,0.4918065432608835,balanced,T2_SPANNER
1181,ST030__ST051,30,ST030,장곡도서관,51,ST051,연성중학교,4293.0,4.293,2.229191408628017,0.55923175,0.538417977,0.040169936,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.810257233,PRELIMINARY_90M,0.3375247610024976,0.6389178339845588,0.55923175,0.5953833937945224,0.4919089177670892,balanced,T2_SPANNER
336,ST007__ST034,7,ST007,장현지구,34,ST034,군자디지털과학고등학교,5320.0,5.32,1.7415557933434342,0.349152348,0.349152348,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.459564988,PRELIMINARY_90M,0.4259753681853415,0.7821636482306576,0.349152348,0.5371982139272702,0.49469069600935867,balanced,T2_SPANNER
278,ST006__ST024,6,ST006,시흥시청 본청,24,ST024,목감고등학교,7071.0,7.071,2.1103035645045516,0.118010471,0.118010471,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.228565002,PRELIMINARY_90M,0.5767806390491775,0.6738418335892438,0.118010471,0.6647870179868225,0.49470129278554315,balanced,T2_SPANNER
692,ST015__ST042,15,ST015,목감택지개발예정지구,42,ST042,시흥시청역,6657.0,6.657,2.1200075035931785,0.131463704,0.131463704,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.736486726,PRELIMINARY_90M,0.5411247954525881,0.6709912447221167,0.131463704,0.7490589609532967,0.49587293726845305,balanced,T2_SPANNER
1328,ST037__ST051,37,ST037,군자동행정복지센터,51,ST051,연성중학교,7679.0,7.679,2.8767553676910294,0.324964174,0.313330244,0.022453124,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.223326426,PRELIMINARY_90M,0.6291447765050383,0.44869213330788915,0.324964174,0.4980026416911319,0.4973377770172629,balanced,T2_SPANNER
340,ST007__ST038,7,ST007,장현지구,38,ST038,능곡도서관,2995.0,2.995,1.5526416544384283,0.509541985,0.486566978,0.030831918,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.846282974,PRELIMINARY_90M,0.22573421755232106,0.837658281522066,0.509541985,0.7672758292465475,0.5003022139623238,balanced,T2_SPANNER
1075,ST026__ST051,26,ST026,은계파크자이,51,ST051,연성중학교,7587.0,7.587,2.103109787779251,0.27255464,0.260774295,0.022735702,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.31844097,PRELIMINARY_90M,0.6212212557057962,0.6759550475798153,0.27255464,0.34786837505908663,0.5039984280571446,balanced,T2_SPANNER
1047,ST025__ST052,25,ST025,목감동행정복지센터,52,ST052,가온그린공원,7345.0,7.345,2.1523239745186866,0.150372603,0.145795802,0.033594487,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.001952969,PRELIMINARY_90M,0.6003789509947464,0.6614980923637042,0.150372603,0.6271886333969703,0.504122644630185,balanced,T2_SPANNER
764,ST017__ST037,17,ST017,장곡동,37,ST037,군자동행정복지센터,5537.0,5.537,1.8789982137136798,0.355272139,0.355272139,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.88315591,PRELIMINARY_90M,0.44466454224442337,0.7417891333248903,0.355272139,0.6074783935950733,0.5061634373520084,balanced,T2_SPANNER
1004,ST024__ST039,24,ST024,목감고등학교,39,ST039,능곡힐스테이트,6775.0,6.775,2.106389481815986,0.233197987,0.187967838,0.048701916,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.943263717,PRELIMINARY_90M,0.5512875721298769,0.674991618273086,0.233197987,0.6174511934262217,0.5064305282705013,balanced,T2_SPANNER
900,ST021__ST031,21,ST021,오이도 포구 해양관광 단지,31,ST031,마전저수지,9293.0,9.293,3.031251972754875,0.24550113,0.238398194,0.029057106,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.59903452,PRELIMINARY_90M,0.7681508913960899,0.40330785189580864,0.24550113,0.39442311474641795,0.5084606766495604,balanced,T2_SPANNER
993,ST024__ST028,24,ST024,목감고등학교,28,ST028,매화산업단지,7811.0,7.811,2.7351304155275447,0.323695592,0.319573933,0.070790226,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.168264669,PRELIMINARY_90M,0.6405133063474292,0.49029529139219696,0.323695592,0.48886705833983213,0.5085183375683859,balanced,T2_SPANNER
755,ST017__ST028,17,ST017,장곡동,28,ST028,매화산업단지,7665.0,7.665,1.9685429224432203,0.302670708,0.302670708,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.842938926,PRELIMINARY_90M,0.6279390233399362,0.7154848513747152,0.302670708,0.26897535032913833,0.5102865591602883,balanced,T2_SPANNER
317,ST007__ST015,7,ST007,장현지구,15,ST015,목감택지개발예정지구,6924.0,6.924,1.8405394230049963,0.163528348,0.163528348,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.976463762,PRELIMINARY_90M,0.5641202308156059,0.7530866280469906,0.163528348,0.6229595860909237,0.510591442849279,balanced,T2_SPANNER
1353,ST039__ST043,39,ST039,능곡힐스테이트,43,ST043,시흥종합버스터미널,9797.0,9.797,3.3777318578726767,0.321542663,0.317948067,0.030100174,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.070297135,PRELIMINARY_90M,0.811558005339764,0.3015273590279337,0.321542663,0.3066975368718186,0.5113189702222651,balanced,T2_SPANNER
569,ST012__ST042,12,ST012,신천역,42,ST042,시흥시청역,8959.0,8.959,2.3993904468937313,0.202676679,0.202676679,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.145622904,PRELIMINARY_90M,0.739385065885798,0.5889208709734651,0.202676679,0.31919522816779833,0.512086654524182,balanced,T2_SPANNER
1178,ST030__ST048,30,ST030,장곡도서관,48,ST048,정왕평생학습관 사거리,6776.0,6.776,2.7359223632924965,0.271497661,0.271497661,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,5.378297952,PRELIMINARY_90M,0.5513736973559555,0.4900626521040171,0.271497661,0.8555452096743987,0.5147682060643455,balanced,T2_SPANNER
1461,ST048__ST052,48,ST048,정왕평생학습관 사거리,52,ST052,가온그린공원,7059.0,7.059,2.631176579104022,0.278804075,0.278804075,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.6806906,PRELIMINARY_90M,0.5757471363362329,0.5208323388836993,0.278804075,0.7398015346101342,0.5151365712527531,balanced,T2_SPANNER
163,ST004__ST008,4,ST004,배곧중심상가,8,ST008,시흥능곡역,10234.0,10.234,2.6871009164248223,0.177163027,0.177163027,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.605438133,PRELIMINARY_90M,0.849194729136164,0.504404237685602,0.177163027,0.22957035476295454,0.5192850491560291,balanced,T2_SPANNER
377,ST008__ST028,8,ST008,시흥능곡역,28,ST028,매화산업단지,8534.0,8.534,1.9269660940085112,0.132284324,0.132284324,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.663161369,PRELIMINARY_90M,0.7027818448023426,0.7276982879167211,0.132284324,0.40506273480241645,0.5204828867246437,balanced,T2_SPANNER
1110,ST028__ST031,28,ST028,매화산업단지,31,ST031,마전저수지,9015.0,9.015,2.1633168838959445,0.125240153,0.125240153,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.643668039,PRELIMINARY_90M,0.7442080785462062,0.6582688609349048,0.125240153,0.4018284947288679,0.5209213160647936,balanced,T2_SPANNER
304,ST006__ST050,6,ST006,시흥시청 본청,50,ST050,시흥한라3차아파트,10014.0,10.014,2.9707752623655717,0.28503215,0.28503215,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.681460669,PRELIMINARY_90M,0.830247179398846,0.42107323931031393,0.28503215,0.24218365030681427,0.5238991046676233,balanced,T2_SPANNER
1117,ST028__ST038,28,ST028,매화산업단지,38,ST038,능곡도서관,8729.0,8.729,1.9933415681901132,0.186772272,0.178897513,0.01056774,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.140300825,PRELIMINARY_90M,0.7195762638876927,0.7082001041354449,0.186772272,0.31831221427656525,0.5239104265236509,balanced,T2_SPANNER
1025,ST025__ST030,25,ST025,목감동행정복지센터,30,ST030,장곡도서관,7865.0,7.865,2.142262429308918,0.174574372,0.170299885,0.03137545,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.847306972,PRELIMINARY_90M,0.64516406855568,0.6644537301206102,0.174574372,0.6015305092739359,0.5248295428374844,balanced,T2_SPANNER
720,ST016__ST031,16,ST016,물왕호수,31,ST031,마전저수지,7553.0,7.553,2.1709163510349363,0.113202954,0.113202954,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,5.041993359,PRELIMINARY_90M,0.6182929980191199,0.6560364730123653,0.113202954,0.7997471602082976,0.5267873063413656,balanced,T2_SPANNER
689,ST015__ST039,15,ST015,목감택지개발예정지구,39,ST039,능곡힐스테이트,7151.0,7.151,2.1007990111285837,0.265424342,0.222570912,0.046142766,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.977932459,PRELIMINARY_90M,0.583670657135475,0.6766338517370394,0.265424342,0.6232032652721257,0.5286316084924167,balanced,T2_SPANNER
449,ST009__ST054,9,ST009,능곡중앙공원,54,ST054,시흥 프리미엄 아울렛,9339.0,9.339,2.2685819910687415,0.23274666,0.199253272,0.060493069,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.72230605,PRELIMINARY_90M,0.772112651795711,0.6273466199909774,0.23274666,0.24896052055163945,0.5298451277992258,balanced,T2_SPANNER
678,ST015__ST028,15,ST015,목감택지개발예정지구,28,ST028,매화산업단지,8580.0,8.58,2.740609436528789,0.333729237,0.32605623,0.097512107,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.018923639,PRELIMINARY_90M,0.7067436052019637,0.4886857969254388,0.333729237,0.4640891089668407,0.5334802770608993,balanced,T2_SPANNER
1017,ST024__ST052,24,ST024,목감고등학교,52,ST052,가온그린공원,7911.0,7.911,2.0834857625828795,0.178828181,0.178828181,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.951617974,PRELIMINARY_90M,0.649125828955301,0.6817197197652127,0.178828181,0.6188372917877702,0.5335269145533286,balanced,T2_SPANNER
266,ST006__ST012,6,ST006,시흥시청 본청,12,ST012,신천역,8139.0,8.139,2.0551620969642515,0.276145236,0.219171283,0.056973953,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.606587388,PRELIMINARY_90M,0.6687623805012488,0.6900399622101925,0.276145236,0.395676250478272,0.5339006912142789,balanced,T2_SPANNER
664,ST014__ST054,14,ST014,시흥대야역,54,ST054,시흥 프리미엄 아울렛,10085.0,10.085,3.128896964004259,0.240306149,0.185260788,0.125047292,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.91185417,PRELIMINARY_90M,0.836362070450435,0.37462406457562225,0.240306149,0.44632465480260275,0.536494876565689,balanced,T2_SPANNER
1384,ST041__ST045,41,ST041,연꽃테마파크,45,ST045,시흥중앙도서관,9963.0,9.963,2.7305625680834593,0.0761019,0.0761019,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.84934731,PRELIMINARY_90M,0.8258547928688312,0.4916371232969443,0.0761019,0.6018690323955977,0.5379751716662611,balanced,T2_SPANNER
1120,ST028__ST041,28,ST028,매화산업단지,41,ST041,연꽃테마파크,7951.0,7.951,1.7928862917791397,0.204802032,0.185007852,0.068555532,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.129992526,PRELIMINARY_90M,0.6525708379984497,0.7670850140751323,0.204802032,0.4825171274357137,0.5380234151297634,balanced,T2_SPANNER
405,ST009__ST010,9,ST009,능곡중앙공원,10,ST010,은계호수공원,9691.0,9.691,2.29332305979191,0.207927752,0.175648579,0.058300051,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.020392326,PRELIMINARY_90M,0.8024287313754198,0.620078786339203,0.207927752,0.2984175696660828,0.5417318232679209,balanced,T2_SPANNER
326,ST007__ST024,7,ST007,장현지구,24,ST024,목감고등학교,7810.0,7.81,1.9356311516316742,0.218129369,0.218129369,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.797294408,PRELIMINARY_90M,0.6404271811213504,0.7251528765566526,0.218129369,0.5932326638740113,0.5447186895909725,balanced,T2_SPANNER
573,ST012__ST046,12,ST012,신천역,46,ST046,배곧1동행정복지센터,11024.0,11.024,3.1772498675016245,0.239585976,0.216403977,0.0556025,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.264352656,PRELIMINARY_90M,0.9172336577383515,0.3604201163496483,0.239585976,0.33889430071419646,0.5497081254723999,balanced,T2_SPANNER
1031,ST025__ST036,25,ST025,목감동행정복지센터,36,ST036,시흥시립군자도서관,10066.0,10.066,2.757315604469281,0.152974892,0.149634962,0.024515644,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.675575768,PRELIMINARY_90M,0.8347256911549393,0.4837782623759551,0.152974892,0.573037689327034,0.5548453053362219,balanced,T2_SPANNER
619,ST013__ST050,13,ST013,삼미시장,50,ST050,시흥한라3차아파트,11821.0,11.821,3.400846083864691,0.244205597,0.244205597,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.063702365,PRELIMINARY_90M,0.9858754629230901,0.2947374199440912,0.244205597,0.30560336417737205,0.5601895730346602,balanced,T2_SPANNER
422,ST009__ST027,9,ST009,능곡중앙공원,27,ST027,은행동행정복지센터,9105.0,9.105,2.1150789574271274,0.294373865,0.20908945,0.112981425,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.406833091,PRELIMINARY_90M,0.7519593488932909,0.6724390339862242,0.294373865,0.3625339729802295,0.5632451085515956,balanced,T2_SPANNER
526,ST011__ST042,11,ST011,배곧생명공원,42,ST042,시흥시청역,9512.0,9.512,2.4941130669316243,0.244867542,0.244867542,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.404852565,PRELIMINARY_90M,0.7870123159073292,0.5610955472900561,0.244867542,0.5281205904023241,0.5674590098812915,balanced,T2_SPANNER
985,ST023__ST051,23,ST023,오이도역,51,ST051,연성중학교,8807.0,8.807,2.366674760791399,0.252929573,0.242785227,0.019578275,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.23939879,PRELIMINARY_90M,0.7262940315218327,0.5985312951251411,0.252929573,0.6665845082718547,0.5734439411245396,balanced,T2_SPANNER
1409,ST043__ST045,43,ST043,시흥종합버스터미널,45,ST045,시흥중앙도서관,671.0,0.671,3.1817228022763167,0.300402098,0.300402098,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.425583211,PRELIMINARY_90M,0.025579192145379383,0.35910616559669406,0.300402098,0.03381446955986759,0.16222560491147073,balanced,DEGREE_LIMIT_3
151,ST003__ST047,3,ST003,배곧한울공원,47,ST047,배곧2동행정복지센터,2142.0,2.142,2.998593533213879,0.082490603,0.082490603,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.45164868,PRELIMINARY_90M,0.15226939970717424,0.41290145953524826,0.082490603,0.20405434432339853,0.19471885418842913,balanced,DEGREE_LIMIT_3
259,ST005__ST054,5,ST005,배곧중·고등학교,54,ST054,시흥 프리미엄 아울렛,1508.0,1.508,1.711681176130996,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.623743217,PRELIMINARY_90M,0.09766600637326674,0.7909394917780753,0.0,0.06669222992096648,0.20725813539306676,balanced,DEGREE_LIMIT_3
209,ST004__ST054,4,ST004,배곧중심상가,54,ST054,시흥 프리미엄 아울렛,3518.0,3.518,3.9115620934849367,0.174673018,0.174673018,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.470188615,PRELIMINARY_90M,0.2707777107914908,0.14471160486108936,0.174673018,0.2071304016588043,0.21199122003763488,balanced,DEGREE_LIMIT_3
136,ST003__ST032,3,ST003,배곧한울공원,32,ST032,희망공원,2946.0,2.946,2.474419063810549,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.664390229,PRELIMINARY_90M,0.22151408147446386,0.5668807759001471,0.0,0.07343618773014575,0.21299721592933682,balanced,DEGREE_LIMIT_3
1,ST001__ST002,1,ST001,월곶역,2,ST002,월곶포구,619.0,0.619,1.5532421960245575,0.149164241,0.149164241,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.47799073,PRELIMINARY_90M,0.02110068038928602,0.8374818689184798,0.149164241,0.042509674437898,0.2196041573550951,balanced,DEGREE_LIMIT_3
880,ST020__ST045,20,ST020,시화공업단지[왼쪽부근],45,ST045,시흥중앙도서관,1373.0,1.373,2.951996349336429,0.38168565,0.38168565,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.548337,PRELIMINARY_90M,0.08603910085263974,0.42658965485339595,0.38168565,0.05418119107762378,0.22328216247337865,balanced,DEGREE_LIMIT_3
1444,ST046__ST050,46,ST046,배곧1동행정복지센터,50,ST050,시흥한라3차아파트,2363.0,2.363,4.178737580648687,0.479447383,0.479447383,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.190735572,PRELIMINARY_90M,0.17130307467057102,0.06622724275592551,0.479447383,0.16076488943766587,0.2257432575850634,balanced,DEGREE_LIMIT_3
934,ST022__ST032,22,ST022,오이도박물관,32,ST032,희망공원,2894.0,2.894,2.88457420094931,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.242877844,PRELIMINARY_90M,0.2170355697183705,0.4463953053047024,0.0,0.3353313026249875,0.2263929843420368,balanced,DEGREE_LIMIT_3
1448,ST046__ST054,46,ST046,배곧1동행정복지센터,54,ST054,시흥 프리미엄 아울렛,1087.0,1.087,2.0,0.198910149,0.198910149,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.722410179,PRELIMINARY_90M,0.06140728619412626,0.7062441508450915,0.198910149,0.08306258031444422,0.22799866894383544,balanced,DEGREE_LIMIT_3
1242,ST033__ST043,33,ST033,타원산업단지,43,ST043,시흥종합버스터미널,2934.0,2.934,2.565523484039041,0.07531911,0.07531911,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.889229462,PRELIMINARY_90M,0.22048057876151925,0.5401183195741607,0.07531911,0.11074043782361453,0.23165673859298203,balanced,DEGREE_LIMIT_3
534,ST011__ST050,11,ST011,배곧생명공원,50,ST050,시흥한라3차아파트,995.0,0.995,2.969355785245408,0.47264275,0.47264275,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.56995669,PRELIMINARY_90M,0.05348376539488416,0.4214902190171036,0.47264275,0.057768226631615675,0.23251747145611673,balanced,DEGREE_LIMIT_3
1222,ST032__ST045,32,ST032,희망공원,45,ST045,시흥중앙도서관,3542.0,3.542,3.695161173181692,0.239589717,0.239589717,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.100349444,PRELIMINARY_90M,0.27284471621738005,0.20828064096267274,0.239589717,0.1457684554127718,0.23255671224140234,balanced,DEGREE_LIMIT_3
1243,ST033__ST044,33,ST033,타원산업단지,44,ST044,경기과학기술대학교,1598.0,1.598,1.7010597777371803,0.123630586,0.123630586,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.331684145,PRELIMINARY_90M,0.1054172767203514,0.7940595896824632,0.123630586,0.018235185665018444,0.23462175297438595,balanced,DEGREE_LIMIT_3
1145,ST029__ST040,29,ST029,관곡공원,40,ST040,갯골생태공원,3173.0,3.173,2.6002442194967386,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.529257702,PRELIMINARY_90M,0.24106450779433297,0.5299189004465018,0.0,0.2169308620359346,0.23494921251242373,balanced,DEGREE_LIMIT_3
