pair_order,pair_id,from_order,from_station_id,from_station_name,to_order,to_station_id,to_station_name,w1_distance_m,distance_km,w2_average_lanes,w3_protection_proxy,w3_child_protection_proxy,w3_senior_protection_proxy,w3_disabled_protection_proxy,w3_classification,w4_average_absolute_grade_pct,w4_classification,distance_norm,lane_inverse_norm,lane_penalty_norm,protection_norm,slope_norm,scenario_cost,structure
1244,ST033__ST045,33,ST033,타원산업단지,45,ST045,시흥중앙도서관,3637.0,3.637,3.4781306841531268,0.249273043,0.249273043,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.487234376,PRELIMINARY_90M,0.30346266166040886,0.28751076104073564,0.28751076104073564,0.249273043,0.08120572933333334,0.23036304875861946,CANDIDATE_GRAPH
1210,ST032__ST033,32,ST032,희망공원,33,ST033,타원산업단지,2081.0,2.081,1.4965117896209403,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.481788461,PRELIMINARY_90M,0.17363370880267,0.6682205960123411,0.6682205960123411,0.0,0.08029807683333333,0.2305380954120861,CANDIDATE_GRAPH
1,ST001__ST002,1,ST001,월곶역,2,ST002,월곶포구,619.0,0.619,1.5532421960245575,0.149164241,0.149164241,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.47799073,PRELIMINARY_90M,0.05164789319983312,0.6438145979805647,0.6438145979805647,0.149164241,0.07966512166666666,0.23107296346176612,CANDIDATE_GRAPH
880,ST020__ST045,20,ST020,시화공업단지[왼쪽부근],45,ST045,시흥중앙도서관,1373.0,1.373,2.951996349336429,0.38168565,0.38168565,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.548337,PRELIMINARY_90M,0.1145598664997914,0.3387538064621209,0.3387538064621209,0.38168565,0.0913895,0.23159720574047807,CANDIDATE_GRAPH
108,ST003__ST004,3,ST003,배곧한울공원,4,ST004,배곧중심상가,4685.0,4.685,2.9330495193194137,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.18657571,PRELIMINARY_90M,0.3909052982895286,0.340942078684045,0.340942078684045,0.0,0.19776261833333333,0.23240249882672673,CANDIDATE_GRAPH
137,ST003__ST033,3,ST003,배곧한울공원,33,ST033,타원산업단지,4416.0,4.416,2.7688580814682218,0.124574268,0.124574268,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.455012626,PRELIMINARY_90M,0.3684605757196496,0.3611597165968642,0.3611597165968642,0.124574268,0.07583543766666666,0.23250749949579513,CANDIDATE_GRAPH
1220,ST032__ST043,32,ST032,희망공원,43,ST043,시흥종합버스터미널,3095.0,3.095,2.2048417647809075,0.071388765,0.071388765,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.910646818,PRELIMINARY_90M,0.25823946599916564,0.4535472866912827,0.4535472866912827,0.071388765,0.15177446966666666,0.23373749683927875,CANDIDATE_GRAPH
115,ST003__ST011,3,ST003,배곧한울공원,11,ST011,배곧생명공원,4442.0,4.442,2.929381135965357,0.030002831,0.030002831,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.252044916,PRELIMINARY_90M,0.3706299541093033,0.3413690310634355,0.3413690310634355,0.030002831,0.20867415266666667,0.23766899220985138,CANDIDATE_GRAPH
934,ST022__ST032,22,ST022,오이도박물관,32,ST032,희망공원,2894.0,2.894,2.88457420094931,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.242877844,PRELIMINARY_90M,0.24146850229453484,0.3466716160987993,0.3466716160987993,0.0,0.373812974,0.24048827309833354,CANDIDATE_GRAPH
53,ST001__ST054,1,ST001,월곶역,54,ST054,시흥 프리미엄 아울렛,3069.0,3.069,2.971566575272677,0.131704676,0.131704676,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.446878915,PRELIMINARY_90M,0.2560700876095119,0.3365228322061867,0.3365228322061867,0.131704676,0.24114648583333334,0.24136102041225796,CANDIDATE_GRAPH
209,ST004__ST054,4,ST004,배곧중심상가,54,ST054,시흥 프리미엄 아울렛,3518.0,3.518,3.9115620934849367,0.174673018,0.174673018,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.470188615,PRELIMINARY_90M,0.29353358364622445,0.25565233942357485,0.25565233942357485,0.174673018,0.24503143583333334,0.24222259422578316,CANDIDATE_GRAPH
868,ST020__ST033,20,ST020,시화공업단지[왼쪽부근],33,ST033,타원산업단지,1990.0,1.99,1.8702031081023514,0.164715764,0.164715764,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.638115692,PRELIMINARY_90M,0.16604088443888193,0.5347012822659006,0.5347012822659006,0.164715764,0.10635261533333333,0.24295263650952897,CANDIDATE_GRAPH
957,ST022__ST055,22,ST022,오이도박물관,55,ST055,해양생태과학관,1977.0,1.977,2.056726097058233,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.016046436,PRELIMINARY_90M,0.16495619524405508,0.486209613146989,0.486209613146989,0.0,0.33600773933333333,0.24679338693109437,CANDIDATE_GRAPH
534,ST011__ST050,11,ST011,배곧생명공원,50,ST050,시흥한라3차아파트,995.0,0.995,2.969355785245408,0.47264275,0.47264275,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.56995669,PRELIMINARY_90M,0.08302044221944097,0.3367733853144018,0.3367733853144018,0.47264275,0.09499278166666668,0.24685733980012736,CANDIDATE_GRAPH
878,ST020__ST043,20,ST020,시화공업단지[왼쪽부근],43,ST043,시흥종합버스터미널,792.0,0.792,2.422886141395766,0.407592084,0.407592084,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.610397046,PRELIMINARY_90M,0.06608260325406759,0.4127309091891228,0.4127309091891228,0.407592084,0.101732841,0.2470346093607976,CANDIDATE_GRAPH
867,ST020__ST032,20,ST020,시화공업단지[왼쪽부근],32,ST032,희망공원,3417.0,3.417,2.3443302754970845,0.138210853,0.138210853,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.829933024,PRELIMINARY_90M,0.2851063829787234,0.42656105688349016,0.42656105688349016,0.138210853,0.13832217066666666,0.24705011588222006,CANDIDATE_GRAPH
1222,ST032__ST045,32,ST032,희망공원,45,ST045,시흥중앙도서관,3542.0,3.542,3.695161173181692,0.239589717,0.239589717,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.100349444,PRELIMINARY_90M,0.2955360867751356,0.27062419015919603,0.27062419015919603,0.239589717,0.18339157399999997,0.2472853919835829,CANDIDATE_GRAPH
1246,ST033__ST047,33,ST033,타원산업단지,47,ST047,배곧2동행정복지센터,5822.0,5.822,2.832765178273928,0.030351918,0.030351918,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.750301445,PRELIMINARY_90M,0.4857738840216938,0.3530119643059592,0.3530119643059592,0.030351918,0.12505024083333333,0.24854700179024658,CANDIDATE_GRAPH
1248,ST033__ST049,33,ST033,타원산업단지,49,ST049,거북섬 웨이브파크 정문,6473.0,6.473,3.047600158788452,0.029639496,0.029639496,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.648130457,PRELIMINARY_90M,0.5400917813934084,0.3281270336977347,0.3281270336977347,0.029639496,0.10802174283333334,0.25147001348111914,CANDIDATE_GRAPH
205,ST004__ST050,4,ST004,배곧중심상가,50,ST050,시흥한라3차아파트,2083.0,2.083,3.3375162940590184,0.4015265,0.4015265,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.795418286,PRELIMINARY_90M,0.1738005840634126,0.29962400536592454,0.29962400536592454,0.4015265,0.13256971433333334,0.2518802009406676,CANDIDATE_GRAPH
949,ST022__ST047,22,ST022,오이도박물관,47,ST047,배곧2동행정복지센터,4352.0,4.352,3.2556383357386656,0.040564469,0.040564469,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.850197274,PRELIMINARY_90M,0.36312056737588655,0.3071594252415976,0.3071594252415976,0.040564469,0.30836621233333333,0.2548026684877044,CANDIDATE_GRAPH
820,ST019__ST020,19,ST019,시화병원,20,ST020,시화공업단지[왼쪽부근],1979.0,1.979,2.8736363843131483,0.422822321,0.422822321,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.548112375,PRELIMINARY_90M,0.16512307050479766,0.34799113953974325,0.34799113953974325,0.422822321,0.0913520625,0.2568221483861352,CANDIDATE_GRAPH
807,ST018__ST043,18,ST018,정왕역,43,ST043,시흥종합버스터미널,1406.0,1.406,2.6557306312689994,0.43367149,0.43367149,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.599226145,PRELIMINARY_90M,0.11731330830204423,0.3765442128150496,0.3765442128150496,0.43367149,0.09987102416666667,0.2568500088209401,CANDIDATE_GRAPH
466,ST010__ST026,10,ST010,은계호수공원,26,ST026,은계파크자이,1220.0,1.22,2.405341600576404,0.254629654,0.254629654,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.537591702,PRELIMINARY_90M,0.1017939090529829,0.41574136486907515,0.41574136486907515,0.254629654,0.2562652836666667,0.2571075528971811,CANDIDATE_GRAPH
1408,ST043__ST044,43,ST043,시흥종합버스터미널,44,ST044,경기과학기술대학교,734.0,0.734,2.289035195013716,0.336285385,0.336285385,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.176164054,PRELIMINARY_90M,0.06124322069253233,0.4368652793885976,0.4368652793885976,0.336285385,0.19602734233333333,0.2576053068536158,CANDIDATE_GRAPH
797,ST018__ST033,18,ST018,정왕역,33,ST033,타원산업단지,3728.0,3.728,2.6919701197263484,0.201894718,0.201894718,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.876118982,PRELIMINARY_90M,0.3110554860241969,0.3714751485063492,0.3714751485063492,0.201894718,0.14601983033333335,0.2576112957159699,CANDIDATE_GRAPH
252,ST005__ST047,5,ST005,배곧중·고등학교,47,ST047,배곧2동행정복지센터,3334.0,3.334,2.6812687086629072,0.216881735,0.216881735,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.993464254,PRELIMINARY_90M,0.27818105965790574,0.37295777061400126,0.37295777061400126,0.216881735,0.16557737566666667,0.2583994852346434,CANDIDATE_GRAPH
149,ST003__ST045,3,ST003,배곧한울공원,45,ST045,시흥중앙도서관,4063.0,4.063,3.6462280998642367,0.303337094,0.303337094,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.708093583,PRELIMINARY_90M,0.33900709219858155,0.2742560181677153,0.2742560181677153,0.303337094,0.11801559716666667,0.2586539503832409,CANDIDATE_GRAPH
160,ST004__ST005,4,ST004,배곧중심상가,5,ST005,배곧중·고등학교,2591.0,2.591,3.612965583991951,0.346284637,0.346284637,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.174987484,PRELIMINARY_90M,0.21618690029203172,0.27678093708689694,0.27678093708689694,0.346284637,0.19583124733333335,0.25877093042806554,CANDIDATE_GRAPH
951,ST022__ST049,22,ST022,오이도박물관,49,ST049,거북섬 웨이브파크 정문,2432.0,2.432,2.198773004915802,0.078808855,0.078808855,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.80570442,PRELIMINARY_90M,0.2029203170629954,0.45479910739503243,0.45479910739503243,0.078808855,0.30095073666666666,0.2593697540311736,CANDIDATE_GRAPH
1247,ST033__ST048,33,ST033,타원산업단지,48,ST048,정왕평생학습관 사거리,3608.0,3.608,2.731241808577759,0.220485387,0.220485387,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.925063471,PRELIMINARY_90M,0.30104297037964123,0.36613382120154736,0.36613382120154736,0.220485387,0.15417724516666667,0.2604598559369638,CANDIDATE_GRAPH
127,ST003__ST023,3,ST003,배곧한울공원,23,ST023,오이도역,4569.0,4.569,3.362496455886152,0.25196631,0.25196631,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.707990957,PRELIMINARY_90M,0.38122653316645805,0.297398082977744,0.297398082977744,0.25196631,0.11799849283333334,0.26214735474438383,CANDIDATE_GRAPH
3,ST001__ST004,1,ST001,월곶역,4,ST004,배곧중심상가,4737.0,4.737,3.465738984511636,0.156110614,0.156110614,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.268327568,PRELIMINARY_90M,0.39524405506883603,0.28853875161083775,0.28853875161083775,0.156110614,0.21138792799999997,0.2628203371699185,CANDIDATE_GRAPH
833,ST019__ST033,19,ST019,시화병원,33,ST033,타원산업단지,3836.0,3.836,2.7436795030655845,0.224557843,0.224557843,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.855941648,PRELIMINARY_90M,0.320066750104297,0.3644740571494134,0.3644740571494134,0.224557843,0.14265694133333334,0.26293889789676095,CANDIDATE_GRAPH
843,ST019__ST043,19,ST019,시화병원,43,ST043,시흥종합버스터미널,1504.0,1.504,1.864455410627717,0.337651847,0.337651847,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.368706378,PRELIMINARY_90M,0.12549019607843137,0.5363496462826773,0.5363496462826773,0.337651847,0.061451063,0.2652356880902772,CANDIDATE_GRAPH
187,ST004__ST032,4,ST004,배곧중심상가,32,ST032,희망공원,5657.0,5.657,3.382880136450011,0.171375946,0.171375946,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.759506429,PRELIMINARY_90M,0.4720066750104297,0.2956060988461147,0.2956060988461147,0.171375946,0.12658440483333333,0.2663932811724694,CANDIDATE_GRAPH
147,ST003__ST043,3,ST003,배곧한울공원,43,ST043,시흥종합버스터미널,4739.0,4.739,3.5517107534895764,0.285116743,0.285116743,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.649359863,PRELIMINARY_90M,0.39541093032957864,0.281554459077923,0.281554459077923,0.285116743,0.10822664383333334,0.26757719406020875,CANDIDATE_GRAPH
109,ST003__ST005,3,ST003,배곧한울공원,5,ST005,배곧중·고등학교,4928.0,4.928,2.777738601711209,0.110945923,0.110945923,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.138942822,PRELIMINARY_90M,0.41118064246975383,0.3600050772898343,0.3600050772898343,0.110945923,0.18982380366666665,0.2679888616065637,CANDIDATE_GRAPH
159,ST003__ST055,3,ST003,배곧한울공원,55,ST055,해양생태과학관,4683.0,4.683,2.979187730277081,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.085033623,PRELIMINARY_90M,0.390738423028786,0.33566196243262403,0.33566196243262403,0.0,0.34750560383333334,0.26847649732368584,CANDIDATE_GRAPH
56,ST002__ST004,2,ST002,월곶포구,4,ST004,배곧중심상가,3192.0,3.192,3.5458499603414118,0.332930014,0.332930014,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.198313388,PRELIMINARY_90M,0.26633291614518145,0.28201982914802043,0.28201982914802043,0.332930014,0.199718898,0.2702504143233005,CANDIDATE_GRAPH
796,ST018__ST032,18,ST018,정왕역,32,ST032,희망공원,3868.0,3.868,2.4031752148338352,0.194564581,0.194564581,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.885911753,PRELIMINARY_90M,0.32273675427617854,0.41611614243830486,0.41611614243830486,0.194564581,0.14765195883333335,0.27026735913695416,CANDIDATE_GRAPH
1227,ST032__ST050,32,ST032,희망공원,50,ST050,시흥한라3차아파트,4271.0,4.271,3.200955888599408,0.219882908,0.219882908,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.156929234,PRELIMINARY_90M,0.3563621193158114,0.31240667938025046,0.31240667938025046,0.219882908,0.192821539,0.27036831142401546,CANDIDATE_GRAPH
1147,ST029__ST042,29,ST029,관곡공원,42,ST042,시흥시청역,2654.0,2.654,2.6841941622399865,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.927478894,PRELIMINARY_90M,0.22144347100542344,0.37255129083713157,0.37255129083713157,0.0,0.487913149,0.2704769777106387,CANDIDATE_GRAPH
935,ST022__ST033,22,ST022,오이도박물관,33,ST033,타원산업단지,4913.0,4.913,2.071261974418769,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.146746424,PRELIMINARY_90M,0.4099290780141844,0.4827974502262645,0.4827974502262645,0.0,0.191124404,0.2709627330601122,CANDIDATE_GRAPH
879,ST020__ST044,20,ST020,시화공업단지[왼쪽부근],44,ST044,경기과학기술대학교,406.0,0.406,2.506476981067469,0.352976565,0.352976565,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.876973273,PRELIMINARY_90M,0.033875677930746764,0.39896636097336735,0.39896636097336735,0.352976565,0.3128288788333333,0.2746618706843619,CANDIDATE_GRAPH
166,ST004__ST011,4,ST004,배곧중심상가,11,ST011,배곧생명공원,2231.0,2.231,3.33315178950529,0.458588112,0.458588112,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.948297628,PRELIMINARY_90M,0.18614935335836463,0.3000163398344427,0.3000163398344427,0.458588112,0.15804960466666665,0.2757008524648685,CANDIDATE_GRAPH
1254,ST033__ST055,33,ST033,타원산업단지,55,ST055,해양생태과학관,6669.0,6.669,2.6513319891233778,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.019873464,PRELIMINARY_90M,0.5564455569461827,0.37716891136316527,0.37716891136316527,0.0,0.16997891066666668,0.27589834474400365,CANDIDATE_GRAPH
784,ST018__ST020,18,ST018,정왕역,20,ST020,시화공업단지[왼쪽부근],1949.0,1.949,3.244027725944256,0.540858498,0.540858498,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.564911031,PRELIMINARY_90M,0.16261994159365875,0.30825877103406224,0.30825877103406224,0.540858498,0.09415183849999999,0.2764722622819302,CANDIDATE_GRAPH
1420,ST044__ST045,44,ST044,경기과학기술대학교,45,ST045,시흥중앙도서관,1383.0,1.383,2.7968941464619532,0.482850734,0.482850734,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.927116456,PRELIMINARY_90M,0.11539424280350438,0.35753945184696795,0.35753945184696795,0.482850734,0.15451940933333333,0.27757595949595143,CANDIDATE_GRAPH
1444,ST046__ST050,46,ST046,배곧1동행정복지센터,50,ST050,시흥한라3차아파트,2363.0,2.363,4.178737580648687,0.479447383,0.479447383,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.190735572,PRELIMINARY_90M,0.1971631205673759,0.23930672378923704,0.23930672378923704,0.479447383,0.19845592866666664,0.2785932890058199,CANDIDATE_GRAPH
10,ST001__ST011,1,ST001,월곶역,11,ST011,배곧생명공원,5473.0,5.473,3.399135690853287,0.159476951,0.159476951,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.230120641,PRELIMINARY_90M,0.456654151022111,0.2941924332973508,0.2941924332973508,0.159476951,0.20502010683333335,0.2788359105381988,CANDIDATE_GRAPH
178,ST004__ST023,4,ST004,배곧중심상가,23,ST023,오이도역,1713.0,1.713,2.7144915430768712,0.4750888,0.4750888,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.778708558,PRELIMINARY_90M,0.14292866082603253,0.36839311677003855,0.36839311677003855,0.4750888,0.12978475966666667,0.27904883431568445,CANDIDATE_GRAPH
63,ST002__ST011,2,ST002,월곶포구,11,ST011,배곧생명공원,3928.0,3.928,3.437997456052192,0.304495296,0.304495296,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.160746133,PRELIMINARY_90M,0.3277430120984564,0.2908669982403905,0.2908669982403905,0.304495296,0.19345768883333334,0.27914074879304507,CANDIDATE_GRAPH
123,ST003__ST019,3,ST003,배곧한울공원,19,ST019,시화병원,4589.0,4.589,3.3569912039784113,0.314662169,0.314662169,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.732725069,PRELIMINARY_90M,0.38289528577388404,0.29788579690494504,0.29788579690494504,0.314662169,0.12212084483333334,0.2793910241280406,CANDIDATE_GRAPH
153,ST003__ST049,3,ST003,배곧한울공원,49,ST049,거북섬 웨이브파크 정문,5138.0,5.138,2.9650251146495297,0.037330956,0.037330956,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.978649013,PRELIMINARY_90M,0.42870254484772635,0.33726527139996976,0.33726527139996976,0.037330956,0.32977483550000003,0.28326840193692404,CANDIDATE_GRAPH
124,ST003__ST020,3,ST003,배곧한울공원,20,ST020,시화공업단지[왼쪽부근],5193.0,5.193,3.656428711169751,0.322906619,0.322906619,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.631602774,PRELIMINARY_90M,0.4332916145181477,0.27349090574230933,0.27349090574230933,0.322906619,0.105267129,0.28373906706511426,CANDIDATE_GRAPH
148,ST003__ST044,3,ST003,배곧한울공원,44,ST044,경기과학기술대학교,4512.0,4.512,3.1706580906619517,0.229161108,0.229161108,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.318416395,PRELIMINARY_90M,0.3764705882352941,0.3153919380160053,0.3153919380160053,0.229161108,0.21973606583333335,0.2851899250211582,CANDIDATE_GRAPH
945,ST022__ST043,22,ST022,오이도박물관,43,ST043,시흥종합버스터미널,5950.0,5.95,2.5472433575560016,0.037132252,0.037132252,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.30121079,PRELIMINARY_90M,0.49645390070921985,0.39258125731632804,0.39258125731632804,0.037132252,0.216868465,0.28575896875638696,CANDIDATE_GRAPH
952,ST022__ST050,22,ST022,오이도박물관,50,ST050,시흥한라3차아파트,4574.0,4.574,3.4123151124351194,0.205257775,0.205257775,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.596050461,PRELIMINARY_90M,0.38164372131831453,0.293056170678907,0.293056170678907,0.205257775,0.26600841016666665,0.28649151929097205,CANDIDATE_GRAPH
1232,ST032__ST055,32,ST032,희망공원,55,ST055,해양생태과학관,4731.0,4.731,2.4224255655753963,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.046498134,PRELIMINARY_90M,0.39474342928660827,0.4128093817249947,0.4128093817249947,0.0,0.3410830223333334,0.2871589583362341,CANDIDATE_GRAPH
4,ST001__ST005,1,ST001,월곶역,5,ST005,배곧중·고등학교,4449.0,4.449,3.024333047970285,0.232362051,0.232362051,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.296898482,PRELIMINARY_90M,0.37121401752190236,0.3306514144237944,0.3306514144237944,0.232362051,0.216149747,0.28759430748642417,CANDIDATE_GRAPH
1379,ST040__ST054,40,ST040,갯골생태공원,54,ST054,시흥 프리미엄 아울렛,5042.0,5.042,2.505555704817685,0.080180898,0.080180898,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.509985427,PRELIMINARY_90M,0.42069253233208176,0.39911305826376126,0.39911305826376126,0.080180898,0.2516642378333333,0.2879126816072941,CANDIDATE_GRAPH
1236,ST033__ST037,33,ST033,타원산업단지,37,ST037,군자동행정복지센터,6377.0,6.377,2.6778195613261624,0.052201447,0.052201447,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.167165179,PRELIMINARY_90M,0.5320817688777638,0.3734381563426777,0.3734381563426777,0.052201447,0.19452752983333332,0.28806222551344374,CANDIDATE_GRAPH
1412,ST043__ST048,43,ST043,시흥종합버스터미널,48,ST048,정왕평생학습관 사거리,1307.0,1.307,3.0428754779308687,0.59325425,0.59325425,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.728620186,PRELIMINARY_90M,0.10905298289528577,0.3286365174167403,0.3286365174167403,0.59325425,0.12143669766666666,0.2880951119946732,CANDIDATE_GRAPH
