pair_order,pair_id,from_order,from_station_id,from_station_name,to_order,to_station_id,to_station_name,w1_distance_m,distance_km,w2_average_lanes,w3_protection_proxy,w3_child_protection_proxy,w3_senior_protection_proxy,w3_disabled_protection_proxy,w3_classification,w4_average_absolute_grade_pct,w4_classification,distance_norm,lane_inverse_norm,lane_penalty_norm,protection_norm,slope_norm,scenario_cost,scenario,structure
530,ST011__ST046,11,ST011,배곧생명공원,46,ST046,배곧1동행정복지센터,2055.0,2.055,2.414191719013481,0.677890751,0.677890751,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.609010822,PRELIMINARY_90M,0.17146433041301626,0.4142173101350183,0.4142173101350183,0.677890751,0.10150180366666667,0.27334686144741166,distance_focus,T2_SPANNER
583,ST013__ST014,13,ST013,삼미시장,14,ST014,시흥대야역,1514.0,1.514,2.268613825900731,0.811440142,0.741965677,0.311431231,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.67519953,PRELIMINARY_90M,0.12632457238214434,0.4407978072702434,0.4407978072702434,0.811440142,0.112533255,0.2741941954507159,distance_focus,T2_SPANNER
595,ST013__ST026,13,ST013,삼미시장,26,ST026,은계파크자이,1938.0,1.938,2.6326125397405407,0.511569918,0.511569918,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.070334106,PRELIMINARY_90M,0.16170212765957448,0.3798508078589323,0.3798508078589323,0.511569918,0.3450556843333333,0.2744076317416058,distance_focus,T2_SPANNER
1247,ST033__ST048,33,ST033,타원산업단지,48,ST048,정왕평생학습관 사거리,3608.0,3.608,2.731241808577759,0.220485387,0.220485387,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.925063471,PRELIMINARY_90M,0.30104297037964123,0.36613382120154736,0.36613382120154736,0.220485387,0.15417724516666667,0.2766931017140348,distance_focus,T2_SPANNER
553,ST012__ST026,12,ST012,신천역,26,ST026,은계파크자이,1797.0,1.797,2.4281601537334185,0.516501543,0.516501543,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.25962769,PRELIMINARY_90M,0.14993742177722152,0.4118344494132521,0.4118344494132521,0.516501543,0.376604615,0.2782066730894596,distance_focus,T2_SPANNER
554,ST012__ST027,12,ST012,신천역,27,ST027,은행동행정복지센터,1420.0,1.42,2.35513154122392,0.521377701,0.521377701,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.923916061,PRELIMINARY_90M,0.1184814351272424,0.42460473332216414,0.42460473332216414,0.521377701,0.4873193435,0.2801600559933079,distance_focus,T2_SPANNER
850,ST019__ST050,19,ST019,시화병원,50,ST050,시흥한라3차아파트,2327.0,2.327,2.8286811737543958,0.671238316,0.671238316,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.870466051,PRELIMINARY_90M,0.19415936587400917,0.35352163731932357,0.35352163731932357,0.671238316,0.14507767516666667,0.2822632955036036,distance_focus,T2_SPANNER
292,ST006__ST038,6,ST006,시흥시청 본청,38,ST038,능곡도서관,2199.0,2.199,2.084117616972949,0.214672193,0.183407351,0.04195668,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.091529972,PRELIMINARY_90M,0.1834793491864831,0.47981936904906436,0.47981936904906436,0.214672193,0.5152549953333333,0.28237562565992536,distance_focus,T2_SPANNER
541,ST012__ST014,12,ST012,신천역,14,ST014,시흥대야역,1380.0,1.38,1.9626229682490228,0.849065167,0.772905097,0.341400609,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.782071988,PRELIMINARY_90M,0.11514392991239049,0.5095222139849722,0.5095222139849722,0.849065167,0.13034533133333334,0.28666906829956057,distance_focus,T2_SPANNER
1182,ST030__ST052,30,ST030,장곡도서관,52,ST052,가온그린공원,791.0,0.791,1.4122876848564432,0.639846456,0.639846456,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.92746504,PRELIMINARY_90M,0.06599916562369629,0.7080710330640945,0.7080710330640945,0.639846456,0.3212441733333333,0.2866737904526471,distance_focus,T2_SPANNER
1194,ST031__ST040,31,ST031,마전저수지,40,ST040,갯골생태공원,2402.0,2.402,2.2619856904966325,0.142177716,0.142177716,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.572654596,PRELIMINARY_90M,0.2004171881518565,0.44208944565889097,0.44208944565889097,0.142177716,0.5954424326666666,0.2871858926323547,distance_focus,T2_SPANNER
1432,ST045__ST047,45,ST045,시흥중앙도서관,47,ST047,배곧2동행정복지센터,2631.0,2.631,3.7177601555393682,0.731797829,0.731797829,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.662398958,PRELIMINARY_90M,0.2195244055068836,0.26897915899981484,0.26897915899981484,0.731797829,0.11039982633333334,0.2874149451787582,distance_focus,T2_SPANNER
1381,ST041__ST042,41,ST041,연꽃테마파크,42,ST042,시흥시청역,3357.0,3.357,2.4375560527901543,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.986825232,PRELIMINARY_90M,0.28010012515644556,0.4102469762101871,0.4102469762101871,0.0,0.49780420533333336,0.2902627460675731,distance_focus,T2_SPANNER
796,ST018__ST032,18,ST018,정왕역,32,ST032,희망공원,3868.0,3.868,2.4031752148338352,0.194564581,0.194564581,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.885911753,PRELIMINARY_90M,0.32273675427617854,0.41611614243830486,0.41611614243830486,0.194564581,0.14765195883333335,0.2912551171926439,distance_focus,T2_SPANNER
433,ST009__ST038,9,ST009,능곡중앙공원,38,ST038,능곡도서관,744.0,0.744,2.0,0.97496266,0.515421611,0.830516213,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.451338391,PRELIMINARY_90M,0.06207759699624531,0.5,0.5,0.97496266,0.24188973183333332,0.2916705371229349,distance_focus,T2_SPANNER
261,ST006__ST007,6,ST006,시흥시청 본청,7,ST007,장현지구,616.0,0.616,1.9913878469423045,0.790782282,0.790782282,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.79823581,PRELIMINARY_90M,0.05139758030871923,0.5021623495068827,0.5021623495068827,0.790782282,0.466372635,0.292166259145828,distance_focus,T2_SPANNER
388,ST008__ST039,8,ST008,시흥능곡역,39,ST039,능곡힐스테이트,1410.0,1.41,1.7943819357778974,0.196901186,0.0,0.196901186,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.602752376,PRELIMINARY_90M,0.11764705882352941,0.5572949549152041,0.5572949549152041,0.196901186,0.767125396,0.2929041128902218,distance_focus,T2_SPANNER
832,ST019__ST032,19,ST019,시화병원,32,ST032,희망공원,3411.0,3.411,2.341371222142413,0.388053631,0.388053631,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.618345546,PRELIMINARY_90M,0.2846057571964956,0.42710014992196543,0.42710014992196543,0.388053631,0.103057591,0.29426487224636744,distance_focus,T2_SPANNER
769,ST017__ST042,17,ST017,장곡동,42,ST042,시흥시청역,2716.0,2.716,1.8434790923881643,0.330839246,0.330839246,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.590121124,PRELIMINARY_90M,0.2266166040884439,0.5424525855102236,0.5424525855102236,0.330839246,0.2650201873333333,0.29538593507517763,distance_focus,T2_SPANNER
949,ST022__ST047,22,ST022,오이도박물관,47,ST047,배곧2동행정복지센터,4352.0,4.352,3.2556383357386656,0.040564469,0.040564469,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.850197274,PRELIMINARY_90M,0.36312056737588655,0.3071594252415976,0.3071594252415976,0.040564469,0.30836621233333333,0.2981298280429773,distance_focus,T2_SPANNER
63,ST002__ST011,2,ST002,월곶포구,11,ST011,배곧생명공원,3928.0,3.928,3.437997456052192,0.304495296,0.304495296,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.160746133,PRELIMINARY_90M,0.3277430120984564,0.2908669982403905,0.2908669982403905,0.304495296,0.19345768883333334,0.2985816541152096,distance_focus,T2_SPANNER
916,ST021__ST047,21,ST021,오이도 포구 해양관광 단지,47,ST047,배곧2동행정복지센터,3762.0,3.762,2.469042411414725,0.254750012,0.237212965,0.071741573,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.099645611,PRELIMINARY_90M,0.31389236545682103,0.40501531904711785,0.40501531904711785,0.254750012,0.18327426849999998,0.2990967409333193,distance_focus,T2_SPANNER
1435,ST045__ST050,45,ST045,시흥중앙도서관,50,ST050,시흥한라3차아파트,2833.0,2.833,3.6569644058701334,0.750888061,0.750888061,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.66329661,PRELIMINARY_90M,0.2363788068418857,0.27345084310768986,0.27345084310768986,0.750888061,0.11054943499999999,0.3002415946291906,distance_focus,T2_SPANNER
814,ST018__ST050,18,ST018,정왕역,50,ST050,시흥한라3차아파트,2786.0,2.786,2.797668420165774,0.7253767,0.7253767,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.76137224,PRELIMINARY_90M,0.2324572382144347,0.3574405003795073,0.3574405003795073,0.7253767,0.12689537333333334,0.3093083670748652,distance_focus,T2_SPANNER
127,ST003__ST023,3,ST003,배곧한울공원,23,ST023,오이도역,4569.0,4.569,3.362496455886152,0.25196631,0.25196631,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.707990957,PRELIMINARY_90M,0.38122653316645805,0.297398082977744,0.297398082977744,0.25196631,0.11799849283333334,0.3097790261132135,distance_focus,T2_SPANNER
924,ST021__ST055,21,ST021,오이도 포구 해양관광 단지,55,ST055,해양생태과학관,2960.0,2.96,1.9299976875687086,0.180973235,0.0,0.180973235,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.778134843,PRELIMINARY_90M,0.24697538589904047,0.5181353358302403,0.5181353358302403,0.180973235,0.46302247383333334,0.3101561189440083,distance_focus,T2_SPANNER
714,ST016__ST025,16,ST016,물왕호수,25,ST025,목감동행정복지센터,3005.0,3.005,2.1381214943015445,0.193383798,0.119943446,0.161932073,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.924827881,PRELIMINARY_90M,0.25073007926574886,0.46770026991691965,0.46770026991691965,0.193383798,0.4874713135,0.31018485080869984,distance_focus,T2_SPANNER
858,ST020__ST023,20,ST020,시화공업단지[왼쪽부근],23,ST023,오이도역,3334.0,3.334,2.8138183012073985,0.608891451,0.608891451,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.604650763,PRELIMINARY_90M,0.27818105965790574,0.35538897432392985,0.35538897432392985,0.608891451,0.10077512716666666,0.31275791568543765,distance_focus,T2_SPANNER
159,ST003__ST055,3,ST003,배곧한울공원,55,ST055,해양생태과학관,4683.0,4.683,2.979187730277081,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.085033623,PRELIMINARY_90M,0.390738423028786,0.33566196243262403,0.33566196243262403,0.0,0.34750560383333334,0.31738126760572594,distance_focus,T2_SPANNER
1352,ST039__ST042,39,ST039,능곡힐스테이트,42,ST042,시흥시청역,2747.0,2.747,2.0559410979162904,0.429779309,0.37360867,0.200729024,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.284188953,PRELIMINARY_90M,0.2292031706299541,0.48639525763335656,0.48639525763335656,0.429779309,0.38069815883333336,0.3205926526664782,distance_focus,T2_SPANNER
1403,ST042__ST051,42,ST042,시흥시청역,51,ST051,연성중학교,2072.0,2.072,2.5274345688921906,0.351208623,0.308075573,0.083245449,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.64619177,PRELIMINARY_90M,0.17288277012932832,0.3956581160628478,0.3956581160628478,0.351208623,0.774365295,0.3232703286805577,distance_focus,T2_SPANNER
468,ST010__ST028,10,ST010,은계호수공원,28,ST028,매화산업단지,3734.0,3.734,2.2597817465071626,0.156648005,0.156648005,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.499811713,PRELIMINARY_90M,0.3115561118064247,0.44252061135800064,0.44252061135800064,0.156648005,0.4166352855,0.32372644677223367,distance_focus,T2_SPANNER
952,ST022__ST050,22,ST022,오이도박물관,50,ST050,시흥한라3차아파트,4574.0,4.574,3.4123151124351194,0.205257775,0.205257775,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.596050461,PRELIMINARY_90M,0.38164372131831453,0.293056170678907,0.293056170678907,0.205257775,0.26600841016666665,0.32455240010190906,distance_focus,T2_SPANNER
332,ST007__ST030,7,ST007,장현지구,30,ST030,장곡도서관,1683.0,1.683,1.4562870070184697,0.759142743,0.759142743,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.235595407,PRELIMINARY_90M,0.14042553191489363,0.6866778287388218,0.6866778287388218,0.759142743,0.20593256783333333,0.3249970134890148,distance_focus,T2_SPANNER
918,ST021__ST049,21,ST021,오이도 포구 해양관광 단지,49,ST049,거북섬 웨이브파크 정문,3415.0,3.415,2.0479519266585933,0.213066607,0.05611095,0.156955657,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.524721128,PRELIMINARY_90M,0.2849395077179808,0.48829271184679834,0.48829271184679834,0.213066607,0.42078685466666665,0.3250386552719092,distance_focus,T2_SPANNER
713,ST016__ST024,16,ST016,물왕호수,24,ST024,목감고등학교,3229.0,3.229,2.105914035609522,0.176923572,0.176923572,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.167384816,PRELIMINARY_90M,0.2694201084689195,0.474853191104055,0.474853191104055,0.176923572,0.5278974693333334,0.325132194523514,distance_focus,T2_SPANNER
109,ST003__ST005,3,ST003,배곧한울공원,5,ST005,배곧중·고등학교,4928.0,4.928,2.777738601711209,0.110945923,0.110945923,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.138942822,PRELIMINARY_90M,0.41118064246975383,0.3600050772898343,0.3600050772898343,0.110945923,0.18982380366666665,0.3252655739518397,distance_focus,T2_SPANNER
901,ST021__ST032,21,ST021,오이도 포구 해양관광 단지,32,ST032,희망공원,3877.0,3.877,2.5776472870139315,0.138295622,0.0,0.138295622,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.773693265,PRELIMINARY_90M,0.32348769294952023,0.3879506730955604,0.3879506730955604,0.138295622,0.4622822108333333,0.3261975070115702,distance_focus,T2_SPANNER
203,ST004__ST048,4,ST004,배곧중심상가,48,ST048,정왕평생학습관 사거리,3286.0,3.286,2.85126560046434,0.722314679,0.722314679,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.581559349,PRELIMINARY_90M,0.27417605340008344,0.3507214479903752,0.3507214479903752,0.722314679,0.09692655816666666,0.3262912321436022,distance_focus,T2_SPANNER
1255,ST034__ST035,34,ST034,군자디지털과학고등학교,35,ST035,산들공원,462.0,0.462,1.4710642870065378,1.0,1.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.223041889,PRELIMINARY_90M,0.038548185231539425,0.6797799449233423,0.6797799449233423,1.0,0.3705069815,0.32874454084084803,distance_focus,T2_SPANNER
674,ST015__ST024,15,ST015,목감택지개발예정지구,24,ST024,목감고등학교,376.0,0.376,2.0,0.846481849,0.846481849,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.399641958,PRELIMINARY_90M,0.03137254901960784,0.5,0.5,0.846481849,0.7332736596666667,0.3292182282607843,distance_focus,T2_SPANNER
919,ST021__ST050,21,ST021,오이도 포구 해양관광 단지,50,ST050,시흥한라3차아파트,3800.0,3.8,2.1207887428081897,0.447508062,0.430147843,0.071018199,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.772975688,PRELIMINARY_90M,0.3170629954109303,0.4715226839029119,0.4715226839029119,0.447508062,0.12882928133333335,0.33156365156144846,distance_focus,T2_SPANNER
30,ST001__ST031,1,ST001,월곶역,31,ST031,마전저수지,4726.0,4.726,2.1733816526852707,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.971254241,PRELIMINARY_90M,0.3943262411347518,0.4601124697838842,0.4601124697838842,0.0,0.3285423735,0.3351776591166961,distance_focus,T2_SPANNER
1170,ST030__ST040,30,ST030,장곡도서관,40,ST040,갯골생태공원,1629.0,1.629,2.0,0.602351411,0.602351411,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.804091528,PRELIMINARY_90M,0.13591989987484354,0.5,0.5,0.602351411,0.6340152546666666,0.335210944781164,distance_focus,T2_SPANNER
532,ST011__ST048,11,ST011,배곧생명공원,48,ST048,정왕평생학습관 사거리,3624.0,3.624,2.8984721926557486,0.655786705,0.655786705,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.754855634,PRELIMINARY_90M,0.30237797246558196,0.3450093475224069,0.3450093475224069,0.655786705,0.12580927233333333,0.33529868358443116,distance_focus,T2_SPANNER
767,ST017__ST040,17,ST017,장곡동,40,ST040,갯골생태공원,1842.0,1.842,1.5201564854789573,0.647795036,0.647795036,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.216553796,PRELIMINARY_90M,0.1536921151439299,0.6578270129110615,0.6578270129110615,0.647795036,0.36942563266666667,0.33578781556582066,distance_focus,T2_SPANNER
1143,ST029__ST038,29,ST029,관곡공원,38,ST038,능곡도서관,4223.0,4.223,2.511994530716733,0.118739746,0.102463148,0.021842811,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.578907523,PRELIMINARY_90M,0.35235711305798917,0.39809003872101417,0.39809003872101417,0.118739746,0.42981792049999995,0.33579356796504617,distance_focus,T2_SPANNER
152,ST003__ST048,3,ST003,배곧한울공원,48,ST048,정왕평생학습관 사거리,4872.0,4.872,3.339952815767692,0.354358738,0.354358738,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.713851516,PRELIMINARY_90M,0.4065081351689612,0.29940542730995107,0.29940542730995107,0.354358738,0.11897525266666666,0.33949038703942136,distance_focus,T2_SPANNER
1379,ST040__ST054,40,ST040,갯골생태공원,54,ST054,시흥 프리미엄 아울렛,5042.0,5.042,2.505555704817685,0.080180898,0.080180898,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.509985427,PRELIMINARY_90M,0.42069253233208176,0.39911305826376126,0.39911305826376126,0.080180898,0.2516642378333333,0.34102462189720917,distance_focus,T2_SPANNER
153,ST003__ST049,3,ST003,배곧한울공원,49,ST049,거북섬 웨이브파크 정문,5138.0,5.138,2.9650251146495297,0.037330956,0.037330956,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.978649013,PRELIMINARY_90M,0.42870254484772635,0.33726527139996976,0.33726527139996976,0.037330956,0.32977483550000003,0.341442059101245,distance_focus,T2_SPANNER
294,ST006__ST040,6,ST006,시흥시청 본청,40,ST040,갯골생태공원,3134.0,3.134,1.787243299742466,0.417517824,0.417517824,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.045098404,PRELIMINARY_90M,0.26149353358364624,0.5595209114193326,0.5595209114193326,0.417517824,0.340849734,0.34150471388390535,distance_focus,T2_SPANNER
1157,ST029__ST052,29,ST029,관곡공원,52,ST052,가온그린공원,4265.0,4.265,2.386392012061943,0.201240875,0.201240875,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.198243349,PRELIMINARY_90M,0.35586149353358365,0.4190426363085074,0.4190426363085074,0.201240875,0.36637389150000005,0.34372243186474716,distance_focus,T2_SPANNER
846,ST019__ST046,19,ST019,시화병원,46,ST046,배곧1동행정복지센터,4055.0,4.055,3.251371511972627,0.614053069,0.614053069,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.784060813,PRELIMINARY_90M,0.3383395911556112,0.3075625151778776,0.3075625151778776,0.614053069,0.13067680216666666,0.3439306330872678,distance_focus,T2_SPANNER
740,ST016__ST051,16,ST016,물왕호수,51,ST051,연성중학교,2736.0,2.736,1.9961566566608884,0.363459039,0.363459039,0.145100799,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.605438126,PRELIMINARY_90M,0.22828535669586983,0.500962685800808,0.500962685800808,0.363459039,0.6009063543333334,0.34535615805284964,distance_focus,T2_SPANNER
1296,ST036__ST037,36,ST036,시흥시립군자도서관,37,ST037,군자동행정복지센터,688.0,0.688,1.1969270521131194,1.0,1.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.574384084,PRELIMINARY_90M,0.057405089695452646,0.8354728036554493,0.8354728036554493,1.0,0.26239734733333336,0.3462533219808164,distance_focus,T2_SPANNER
306,ST006__ST052,6,ST006,시흥시청 본청,52,ST052,가온그린공원,1779.0,1.779,1.4826262058444766,0.840948525,0.840948525,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.647772227,PRELIMINARY_90M,0.14843554443053816,0.6744788376584903,0.6744788376584903,0.840948525,0.2746287045,0.3501479595105695,distance_focus,T2_SPANNER
810,ST018__ST046,18,ST018,정왕역,46,ST046,배곧1동행정복지센터,3836.0,3.836,3.060991160557495,0.739993526,0.739993526,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,0.664957987,PRELIMINARY_90M,0.320066750104297,0.32669156738690847,0.32669156738690847,0.739993526,0.11082633116666667,0.3526634262403997,distance_focus,T2_SPANNER
1080,ST027__ST028,27,ST027,은행동행정복지센터,28,ST028,매화산업단지,4046.0,4.046,2.177258890186534,0.235801443,0.235801443,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.540050863,PRELIMINARY_90M,0.3375886524822695,0.4592931068084082,0.4592931068084082,0.235801443,0.42334181049999997,0.3534392129115095,distance_focus,T2_SPANNER
675,ST015__ST025,15,ST015,목감택지개발예정지구,25,ST025,목감동행정복지센터,1937.0,1.937,2.119312197773404,0.821667788,0.821667788,0.018951717,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.8405487,PRELIMINARY_90M,0.16161869002920318,0.47185119825697314,0.47185119825697314,0.821667788,0.4734247833333333,0.3539318449546077,distance_focus,T2_SPANNER
378,ST008__ST029,8,ST008,시흥능곡역,29,ST029,관곡공원,4389.0,4.389,2.156570265400262,0.0,0.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.417489749,PRELIMINARY_90M,0.36620775969962455,0.46369924321218386,0.46369924321218386,0.0,0.5695816248333333,0.3564063980416211,distance_focus,T2_SPANNER
319,ST007__ST017,7,ST007,장현지구,17,ST017,장곡동,1354.0,1.354,1.2676067006331293,0.962650029,0.962650029,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.309444042,PRELIMINARY_90M,0.11297455152273675,0.7888882249522126,0.7888882249522126,0.962650029,0.21824067366666666,0.35760284248033714,distance_focus,T2_SPANNER
379,ST008__ST030,8,ST008,시흥능곡역,30,ST030,장곡도서관,2575.0,2.575,2.0,0.366377515,0.366377515,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.637122017,PRELIMINARY_90M,0.21485189820609094,0.5,0.5,0.366377515,0.7728536695,0.36405322168835,distance_focus,T2_SPANNER
765,ST017__ST038,17,ST017,장곡동,38,ST038,능곡도서관,4285.0,4.285,1.9821410620641189,0.326481556,0.310449796,0.021514244,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.72813283,PRELIMINARY_90M,0.3575302461410096,0.5045049613969662,0.5045049613969662,0.326481556,0.28802213833333334,0.36449293373710023,distance_focus,T2_SPANNER
1206,ST031__ST052,31,ST031,마전저수지,52,ST052,가온그린공원,2690.0,2.69,2.0640110584536466,0.390648941,0.390648941,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.432005921,PRELIMINARY_90M,0.22444722569879016,0.4844935282222752,0.4844935282222752,0.390648941,0.7386676535,0.36551749254267585,distance_focus,T2_SPANNER
331,ST007__ST029,7,ST007,장현지구,29,ST029,관곡공원,4165.0,4.165,2.078936189138624,0.271907933,0.271907933,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.51365291,PRELIMINARY_90M,0.3475177304964539,0.4810152448278535,0.4810152448278535,0.271907933,0.41894215166666665,0.36691455119722766,distance_focus,T2_SPANNER
730,ST016__ST041,16,ST016,물왕호수,41,ST041,연꽃테마파크,3935.0,3.935,2.0,0.29027288,0.250287871,0.138484824,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.713464194,PRELIMINARY_90M,0.3283270755110555,0.5,0.5,0.29027288,0.4522440323333334,0.3669574283810805,distance_focus,T2_SPANNER
1196,ST031__ST042,31,ST031,마전저수지,42,ST042,시흥시청역,4275.0,4.275,2.1436264167673507,0.207291629,0.207291629,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.824591732,PRELIMINARY_90M,0.3566958698372966,0.46649919602503703,0.46649919602503703,0.207291629,0.47076528866666667,0.36786614546426866,distance_focus,T2_SPANNER
385,ST008__ST036,8,ST008,시흥능곡역,36,ST036,시흥시립군자도서관,4468.0,4.468,3.322939983305055,0.221339234,0.221339234,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.518784026,PRELIMINARY_90M,0.372799332498957,0.30093832721149005,0.30093832721149005,0.221339234,0.5864640043333333,0.3713508677061499,distance_focus,T2_SPANNER
1320,ST037__ST043,37,ST037,군자동행정복지센터,43,ST043,시흥종합버스터미널,5459.0,5.459,3.293489234867605,0.297239452,0.297239452,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.231122529,PRELIMINARY_90M,0.4554860241969128,0.3036293513314608,0.3036293513314608,0.297239452,0.20518708816666667,0.37142569703302114,distance_focus,T2_SPANNER
366,ST008__ST017,8,ST008,시흥능곡역,17,ST017,장곡동,2645.0,2.645,1.8829314447256988,0.383443263,0.383443263,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.5324066,PRELIMINARY_90M,0.22069253233208178,0.5310867810939753,0.5310867810939753,0.383443263,0.7554010999999999,0.37187056439674127,distance_focus,T2_SPANNER
92,ST002__ST040,2,ST002,월곶포구,40,ST040,갯골생태공원,5178.0,5.178,2.1502804312043358,0.182738865,0.182738865,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,1.514434926,PRELIMINARY_90M,0.43204005006257823,0.46505562041501575,0.46505562041501575,0.182738865,0.25240582100000003,0.3726520734966704,distance_focus,T2_SPANNER
1292,ST035__ST052,35,ST035,산들공원,52,ST052,가온그린공원,3835.0,3.835,1.9561805087839683,0.129647388,0.129647388,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,4.205215096,PRELIMINARY_90M,0.31998331247392575,0.511200267822746,0.511200267822746,0.129647388,0.7008691826666666,0.37724834763407106,distance_focus,T2_SPANNER
1391,ST041__ST052,41,ST041,연꽃테마파크,52,ST052,가온그린공원,4968.0,4.968,2.2619391797382047,0.172697542,0.172697542,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,2.343340408,PRELIMINARY_90M,0.41451814768460576,0.4420985360515924,0.4420985360515924,0.172697542,0.3905567346666667,0.3787879031342721,distance_focus,T2_SPANNER
431,ST009__ST036,9,ST009,능곡중앙공원,36,ST036,시흥시립군자도서관,4477.0,4.477,3.3255331202319405,0.336615531,0.336615531,0.073519269,0.0,PRELIMINARY_POINT_BUFFER_PROXY,3.161998942,PRELIMINARY_90M,0.3735502711722987,0.3007036658020879,0.3007036658020879,0.336615531,0.5269998236666666,0.38010050221507746,distance_focus,T2_SPANNER
1276,ST035__ST036,35,ST035,산들공원,36,ST036,시흥시립군자도서관,644.0,0.644,1.9726651165804354,1.0,1.0,0.0,0.0,PRELIMINARY_POINT_BUFFER_PROXY,5.075705136,PRELIMINARY_90M,0.05373383395911556,0.50692841455699,0.50692841455699,1.0,0.845950856,0.38248549926106207,distance_focus,T2_SPANNER
